"id","text"
"11162076","Market District"
"11162077","Market trades for Wood cost/provide 10 less/more Gold."
"11162078","Market trades for Wood cost/provide 30 less/more Gold."
"11162079","Market trades for Wood cost/provide 50 less/more Gold.\r\n\r\nTraders generate some of every resource."
"11162080","Keep District"
"11162081","Keeps act like Town Centers."
"11162082","Keep cost reduced by 150 Stone."
"11162083","Increases Keep armor by 15."
"11162084","War Elephant District"
"11162085","War Elephant melee and ranged armor increased."
"11162086","War Elephant Caravan: War Elephant aura which increases speed."
"11162087","War Elephant siege damage increased and get heavy crossbows."
"11162088","Scholar District"
"11162089","Double the Heal rate of Scholars."
"11162090","Scholars garrisoned in Military buildings improve production by 50%."
"11162091","Mapping Ability: Scholars reveal the area around them for 20 seconds."
"11162092","Mosque cost reduced by 50 Wood, line of sight increased by 20."
"11162093","Mosque District"
"11162094","Cost of Scholars reduced by 25 Gold."
"11162095","Mosque Heal Ability: Mosques have a healing aura."
"11162096","Infantry District"
"11162097","Infantry can construct Stone Walls and Gates."
"11162098","Forced March: Melee Infantry move faster for 10 seconds but can't attack."
"11162099","Melee Infantry attack speed increased if their health is over 75%."
"11162100","Madrasa District"
"11162101","Madrasas provide +50 Population."
"11162102","Scholars cost 25% less when produced from Madrasas."
"11162103","All researched technology generates a small\r\namount of Gold as long as you control a Madrasa."
"11162105","Siege Engineering OR Improved Siege Engineering Technology\n\nAvailable from the Blacksmith."
"11162111","Harvest District"
"11162112","Economic buildings boost local Villager harvest rate by 10%."
"11162113","Economic buildings boost local Villager harvest rate by 20%."
"11162114","Economic buildings boost local Villager harvest rate by 40%\r\nBoosted Villagers gain +5 carry capacity."
"11162115","Zealous Citizens District"
"11162116","Inspiration improves Construction Speed by 15% and Gather rates by 10%"
"11162117","Inspiration improves Construction Speed by 30%."
"11162118","Inspiration improves Construction Speed by 45%.\r\nInspiration lasts 10 minutes."
"11162120","Gulyay-Gorod"
"11162124","Increase the melee armor of Spearmen by +%1%."
"11162125","Riveted Chain Mail"
"11162126","Hunters District"
"11162127","Villagers gain +3 Food Capacity and +10% gather rate from carcasses."
"11162129","+10 Food Capacity and +40% gather rate from carcasses.\r\n\r\nThe bounty Gold for hunting animals is doubled."
"11162130","Open style terrain."
"11162131","Some players start on defensible high ground."
"11162132","Some players have easier access to resources."
"11162133","Defense District"
"11162134","Wall and gate armor increased by 25%."
"11162135","Villager and Infantry construction rate increased by 35%."
"11162136","Infantry can construct Outposts."
"11162141","%1PLAYERNAME%'s King is under attack!"
"11162145","Streltsy"
"11162146","%1RELICORDINAL% Relic Acquired by %2PLAYERNAME%"
"11162209","First"
"11162214","Second"
"11162215","Third"
"11162216","Final"
"11162233","Help them secure it in a Monastery"
"11162234","Stop them before they secure it in a Monastery"
"11162239","%1RELICORDINAL% Relic Acquired"
"11162241","Your enemies have been alerted"
"11162249","%1PLAYERNAME% dropped a Relic"
"11162251","%1PLAYERNAME% secured a Relic and Won Round %2ROUNDCOUNT%"
"11162255","You have %1SECUREDRELICS% of %2TOTALRELICS% Relics needed for Victory"
"11162339","Oasis"
"11162340","%1PLAYERNAME% secured a Relic"
"11162341","They have %1SECUREDRELICS% of %2TOTALRELICS% Relics needed for Victory"
"11162342","Relic Secured"
"11162343","Collect Relics"
"11162344","Round %1NEXTROUND% Starts In: "
"11162345","Collect %1TOTALROUNDS% relics"
"11162354","Our King is under attack!"
"11162355","Enemy %1PLAYERNAME% has used Treason"
"11162356","Ally %1PLAYERNAME% has used Treason"
"11162357","Kill Remaining Kings"
"11162358","Kill enemy kings"
"11162359","Our King has been killed!"
"11162360","%1PLAYERNAME%'s King has been killed!"
"11162361","%1PLAYERNAME% eliminated"
"11162362","Watch your king!"
"11162363","Help them locate the enemy!"
"11162365","Assign Religious Unit Directly (Off)"
"11162366","Religious Units currently deploy directly to the hold of the building. \r\n\r\nClick to deploy new Religious Units to the field normally."
"11162367","Assign Religious Unit Directly (On)"
"11162368","From the vast reaches of the Mongolian Steppe…"
"11162369","…an army of over 100,000 men swept aside all resistance…"
"11162370","…claiming territories that spanned continents. "
"11162372","Their leader, Genghis Khan, proclaimed his life's ambition was to unite the world – under one empire."
"11162373","Having conquered the east, the Mongols turned their attention…"
"11162374","…to the west, where they would come face-to-face with some of the greatest armies of medieval Europe. "
"11162375","Would Genghis Khan's legendary warriors finally meet their match?"
"11162376","By 1221, the Mongols had taken cities throughout Asia… generating vast amounts of tribute from those they conquered. "
"11162377","The west however… was still an untapped resource."
"11162378","Genghis Khan sent his trusted generals, Jebe and Subutai, to attack Europe."
"11162379","With an army of 20,000, Jebe and Subutai took the west by surprise…"
"11162380","…raiding cities… and destroying armies."
"11162381","Within two years they had the prosperous Rus territories in their sights."
"11162382","But in their way… was a Rus army…"
"11162384","Outnumbered… Jebe and Subutai turned and started to head back east."
"11162385","The Rus sensed an easy victory… and set off in pursuit of their retreating enemies."
"11162386","For eight days the fast-moving Mongols stayed just out of reach."
"11162387","Then… Jebe and Subutai set their trap."
"11162388","They lured the Rus across the Kalka river…"
"11162389","…and turned to fight."
"11162390","The Rus had fallen for one of the Mongols' most effective tactics: the feigned retreat."
"11162391","The stage was set… for the Mongol army to test themselves against Europe's finest."
"11162393","On the banks of the Kalka River, thousands of Rus were killed by the Mongols."
"11162394","The hunters had become the hunted."
"11162395","But in the years leading up to this Mongol raid in the west…"
"11162396","…Genghis Khan had been focusing his attacks on the east… and the Jin dynasty of northern China."
"11162398","Controlling wealthy lands and trade routes; Jin cities overflowed with riches."
"11162399","In 1210 the Jin's new ruler, Taizong, seeing Genghis Khan as a threat, demanded that he swear loyalty to him."
"11162400","Genghis Khan refused."
"11162401","To the Jin, this defiance was a declaration of war."
"11162402","The Jin had a huge army, and their territory was protected by vast fortifications…"
"11162403","The Mongols had never faced a more formidable enemy."
"11162404","Genghis Khan knew the only way to defeat the Jin would be to take their heavily defended capital city, Zhongdu…"
"11162405","Genghis Khan would be committing his people to a long hard war. "
"11162406","Would the rewards be worth the cost?"
"11162407","For answers… he looked to the gods."
"11162408","Climbing a sacred mountain… he prayed to the Eternal Sky."
"11162409","After four days, he received his answer."
"11162410","The Mongols would be victorious."
"11162411","With divine reassurance, the Mongol army set out across the steppe."
"11162412","They must break through the Great Wall…"
"11162414","…to destroy the Jin dynasty – and further expand the Mongol empire."
"11162415","On June 1, 1215, the city of Zhongdu, known today as Beijing, fell to the Mongols."
"11162416","They looted the city, sending caravans loaded with luxuries back home."
"11162418","This victory over the Jin Dynasty was to be one of Genghis Khan’s greatest triumphs."
"11162419","After his death in 1227, his descendants continued the conquests."
"11162420","And his grandson, Batu Khan, had his eyes… on the west."
"11162421","The Mongol raids of the 1220s had shown that the Rus lands held riches worth exploiting. "
"11162422","The battles had devastated the Rus elite, and their defenses were weak."
"11162423","So Batu Khan organized an enormous invasion force, determined to turn the Rus lands into vassals of the Mongol Empire."
"11162424","The Mongols captured territory after territory."
"11162425","By 1240, they had their sights on the great city… of Kiev."
"11162426","Kiev was a jewel among the Rus principalities; a center of scholarship, power – and wealth."
"11162430","But Kiev’s commander in charge refused…"
"11162432","His army rode to the city walls and prepared to attack."
"11162433","They would show Kiev… no mercy."
"11162434","After a stunning victory over the Hungarian king at the Battle of Mohi, the Mongols seemed unstoppable."
"11162435","But a year later, the Great Khan, Ogodei, died."
"11162436","The Mongols pulled out of Europe and returned home."
"11162437","Over the next 20 years, two more Great Khans ascended to the throne."
"11162439","Then in 1260, the grandson of Genghis became the next Great Khan."
"11162440","His name… was Kublai Khan."
"11162441","He would rock the foundations of one of the medieval world’s most advanced civilizations: China."
"11162442","This is Shangdu."
"11162443","Remembered today as Xanadu, it was once Kublai Khan’s great northern capital."
"11162444","From here, he jealously eyed the wealth of Southern China’s Song Dynasty."
"11162445","He wanted to take it… and become emperor of all China."
"11162446","The Song Dynasty had ruled over Southern China for more than 300 years, and the country was prosperous and well-governed."
"11162447","Kublai Khan knew that the key to victory was capturing a strategic city lying far to the south of Shangdu…"
"11162448","It was called… Xiangyang."
"11162449","Xiangyang was the gateway to the south… and the heart of the Song’s Dynasty’s power…"
"11162450","…controlling the Han river, a critical access route to cities further along the Yangtze."
"11162451","Capturing Xiangyang was Kublai Khan’s only hope of becoming emperor of all China."
"11162452","The Mongol Horde had to take the city… at all costs."
"11162453","The Mongol army smashed through Xiangyang’s defenses and captured the city. "
"11162454","Kublai Khan then pursued the remnants of the Song Dynasty across Southern China."
"11162455","In 1279, at the Battle of Yamen, the Mongols destroyed the last defenders of the Song."
"11162456","Kublai Khan now ruled over all China – founding the Yuan Dynasty."
"11162457","His royal court in Shangdu welcomed scholars, traders and religious leaders.  "
"11162458","The Mongols demonstrated civility and religious tolerance…"
"11162459","…but also, brutality and violence…"
"11162461","…typifying the contradictions within the Mongol Empire."
"11162462","Since Genghis Khan first united the Mongolian tribes, they had made incredible advances in technology and trade."
"11162463","And they created indelible connections between East and West."
"11162464","At its height, almost a hundred million people lived under Mongol rule – a quarter of the world’s population."
"11162465","The Mongol Empire endured for less than 200 years… before fragmenting into smaller territories… but its legend continues to this day."
"11162466","Genghis Khan’s mission was to unite the world into one empire."
"11162467","Yet he always returned to the Mongolian steppe, where the endless grasslands lay beneath the Eternal Sky…"
"11162468","…and from where he created one of the largest Empires the world has ever known."
"11162469","Moscow’s rise transformed Russia… into one of the world’s greatest superpowers."
"11162470","After victory at the Combat of the Thirty, the French faced devastating raids from England's Black Prince… but France's King Jean II was closing in."
"11162471","When the Mongols realized reinforcements weren’t coming… they retreated."
"11162472","Ivan's successor, Vasily III, would fight to take back the lands from Lithuania that he believed belonged to Moscow."
"11162476","Willikin of the Weald"
"11162477","Liu Zheng"
"11162478","Genghis Khan"
"11162479","Ismail"
"11162481","Religious Units currently deploy to the field normally.\r\n\r\nClick to assign new Religious Units directly to the hold of the building.  Disables any Rally Point."
"11162489","The remains of some of the medieval walls of Paris still stand today."
"11162490","Thanks to the leadership of two brothers, Jean and Gaspard Bureau, the French army became experts in the use of artillery; transforming it into a disciplined, modern fighting force."
"11162491","But not everyone was content with the rise of Moscow."
"11162507","Huihui Pao"
"11162508","Siege"
"11162552","Gunpowder siege engines gain +40% Rate of Fire Increase.\r\nSiege Engineering allows building gunpowder siege engines in the field."
"11162565","Unload All Units"
"11162573","Team %1TEAMNUM%"
"11162585","Wallingford's walls were strong, but still needed to be defended at all costs."
"11162586","Matilda's men held their position hoping that help would arrive soon."
"11162609","The sacking of Zhongdu would be remembered as one of Genghis Khan's most devastating victories."
"11162617","The French received word that their Breton allies had arrived with their knights and horsemen."
"11162620","Their well-organized forces and superior fire-power had brought the arduous Hundred Years War closer to its conclusion…"
"11162633","King Stephen was spotted shielded by his men."
"11162638","Stephen’s army had broken through the sturdy walls of Lincoln castle."
"11162640","The King's army was scattered, and those who didn’t fall fled…"
"11162642","Matilda’s forces had won the battle at Lincoln."
"11162643","But the fight for the crown was not over yet…"
"11162693","Standard"
"11162694","Win Conditions"
"11162695","Landmarks"
"11162696","Sacred"
"11162697","Wonder"
"11162698","Match Options"
"11162699","Starting Resources"
"11162700","Nomad"
"11162701","Age I"
"11162702","Age II"
"11162703","Age III"
"11162704","Age IV"
"11162705","Concealed"
"11162706","Explored"
"11162707","Revealed"
"11162708","Players & Tribute"
"11162709","Locked Teams"
"11162710","Tribute"
"11162711","Surrender"
"11162712","End Game Conditions"
"11162713","Allow Spectator Mode"
"11162714","Heavy defensive tower. Must be built on a Stone Wall segment.\r\n\r\nInfantry can use the tower to access the top of the walls.\r\n\r\nNetwork of Castles: Nearby enemies trigger an alarm that increases defenders' fire rate."
"11162730","Harvestable Food source. Use a Villager to gather Food from the Farm.\r\n\r\nOnly one Villager can work each Farm."
"11162734","Cheap long-ranged infantry with good damage vs. unarmored targets.\r\n+ Long range\r\n+ Can construct Palings to fend off cavalry charges\r\n- Slow movement speed\r\n- Countered by Horsemen"
"11162737","Easy"
"11162738","Intermediate"
"11162739","Hard"
"11162740","Hardest"
"11162757","Oasis"
"11162760","Extract additional Gold from Relics and inspire units with Prelates produced from the Town Center."
"11162763","Supervise"
"11162764","Collect Tax"
"11162765","Placement Battle %1Current%/%2Required%"
"11162770","ang_chp2_bayeux"
"11162821","Select all Landmarks / Wonders / Capital Town Centers"
"11162822","Cycle through individual religious units"
"11162823","Cycle through Villagers gathering Food"
"11162824","Cycle through Villagers gathering Wood"
"11162825","Cycle through Villagers gathering Gold"
"11162826","Cycle through Villagers gathering Stone"
"11162835","Chamber of Commerce I - Activated"
"11162836","Chamber of Commerce I - Deactivated"
"11162837","Chamber of Commerce II - Activated"
"11162838","Chamber of Commerce II - Deactivated"
"11162839","Chamber of Commerce III - Activated"
"11162840","Chamber of Commerce III - Deactivated"
"11162841","Elzbach Palace Tier III - Deactivated"
"11162842","Elzbach Palace Tier III - Activated"
"11162876","Xbox Network Friends (%1COUNT%)"
"11162877","Steam Friends (%1COUNT%)"
"11162930","Skirmish"
"11162939","Heavy garrison and defensible position. Can be upgraded with weaponry. Adds additional attacks while garrisoned.\r\n\r\nNetwork of Castles Bonus: Triggers an alarm when an enemy approaches, causing nearby units to fire faster while the alarm is active."
"11162940","Offers extensive line of sight and detects units stealth or disguises. Can be upgraded with weaponry and fortifications. Attacks while garrisoned.\r\n\r\nNetwork of Castles Bonus: Triggers an alarm when an enemy approaches, causing nearby units and defensive buildings to fire faster while the alarm is active."
"11162941","Mobile Defense Unit"
"11162942","Gulyay-Gorod"
"11162945","Elite Horse Archer"
"11162948","Warrior Monk"
"11163032","Campaign"
"11163033","Humble Beginnings"
"11163034","Chinese Mastery"
"11163035","English Mastery"
"11163036","Holy Roman Empire Mastery"
"11163037","Mongol Mastery"
"11163038","Rus Mastery"
"11163039","Sultanate Mastery"
"11163040","English Farmer"
"11163041","Stone Tools"
"11163042","Deer"
"11163043","Fish"
"11163044","Fire Arrow"
"11163045","Eleanor of Aquitaine"
"11163046","English Longbowman"
"11163047","Nicola de la Haie"
"11163048","Jester"
"11163049","William the Conqueror"
"11163050","French Coin"
"11163051","Wolf"
"11163052","French Rider"
"11163053","French Crossbow"
"11163054","French Armored Cavalry"
"11163055","French Lancer"
"11163056","French Blacksmith"
"11163057","Blanche de Castile"
"11163058","French Courtier"
"11163059","Jeanne d'Arc"
"11163060","Scythe"
"11163061","Holy Roman Empire Shield"
"11163062","Holy Roman Empire Citizen"
"11163063","Mace"
"11163064","Holy Roman Empire Champion"
"11163065","Beguine Sister"
"11163066","Holy Roman Empire Prelate"
"11163067","Relic"
"11163068","Landsknecht"
"11163069","Charles V"
"11163070","Sheep"
"11163071","Mongol Empress"
"11163072","Mongol Traveler"
"11163073","Mongol Cap"
"11163074","Mongol Footman"
"11163075","Signal Arrow"
"11163076","Mongol Horse Archer"
"11163077","Khutulun"
"11163079","Genghis Khan"
"11163080","Rus Forester"
"11163081","Boar"
"11163082","Elena Glinskaya"
"11163083","Rus Scout"
"11163084","Olga of Kiev"
"11163085","Rus Horse Archer"
"11163086","Rus Streltsy"
"11163087","Druzhina Knight"
"11163088","Rus Warrior Monk"
"11163089","Ivan the Terrible"
"11163090","Delhi Sultanate Coin"
"11163091","Delhi Sultanate Villager"
"11163092","Delhi Sultanate Sword"
"11163093","Delhi Sultanate Man-At-Arms"
"11163094","Delhi Sultanate Healer"
"11163095","Delhi Sultanate Cavalier"
"11163096","Delhi Sultanate Scholar"
"11163097","War Elephant"
"11163098","Razia Sultana"
"11163099","Mubarak"
"11163100","Chinese Scout"
"11163101","Zhuge Nu Repeater Crossbow"
"11163102","Chinese Siege"
"11163103","Chinese Worker"
"11163104","Chinese Grenadier"
"11163105","Chinese Firelancer"
"11163106","Chinese Gunpowder"
"11163107","Empress Liu"
"11163108","Nest of Bees"
"11163109","Emperor Hongwu"
"11163110","Empress Matilda"
"11163220","William the Conqueror marched north with his army of Normans, determined to take back the rebel-held city of York."
"11163221","But in his path stood rebel towns that harbored William's northern enemies."
"11163222","The keep fell to the Norman army and York was secured."
"11163233","%1CURRENT:.0%/%2TOTOAL:.0%"
"11163246","Final relic acquired by %1PLAYER_NAME%"
"11163247","Final relic acquired"
"11163248","Relic acquired by %1PLAYER_NAME%"
"11163249","Relic acquired"
"11163250","Second Relic Acquired by %1PLAYER_NAME%"
"11163251","Second Relic Acquired"
"11163252","Third Relic Acquired by %1PLAYER_NAME%"
"11163253","Third Relic Acquired"
"11163254","Fourth Relic Acquired by %1PLAYER_NAME%"
"11163255","Fourth Relic Acquired"
"11163256","Fifth Relic Acquired by %1PLAYER_NAME%"
"11163257","Fifth Relic Acquired"
"11163258","Sixth Relic Acquired by %1PLAYER_NAME%"
"11163259","Sixth Relic Acquired"
"11163260","Seventh Relic Acquired by %1PLAYER_NAME%"
"11163261","Seventh Relic Acquired"
"11163262","Eighth Relic Acquired by %1PLAYER_NAME%"
"11163263","Eighth Relic Acquired"
"11163264","Ninth Relic Acquired by %1PLAYER_NAME%"
"11163265","Ninth Relic Acquired"
"11163266","Tenth Relic Acquired by %1PLAYER_NAME%"
"11163267","Tenth Relic Acquired"
"11163268","Eleventh Relic Acquired by %1PLAYER_NAME%"
"11163269","Eleventh Relic Acquired"
"11163270","Twelfth Relic Acquired by %1PLAYER_NAME%"
"11163271","Twelfth Relic Acquired"
"11163272","Thirteenth Relic Acquired by %1PLAYER_NAME%"
"11163273","Thirteenth Relic Acquired"
"11163274","Help secure it in a Monastery"
"11163275","Stop them before they secure it"
"11163276","Your enemies have been alerted"
"11163277","%1PLAYER_NAME% dropped a relic"
"11163278","Relic secured by %1PLAYER_NAME%"
"11163279","%1NUMBER% of %2NUMBER_REQUIRED% relics needed for victory"
"11163280","They have %1% of %2% Relics needed for Victory"
"11163281","Relic secured"
"11163282","Relic Removed"
"11163283","%1PLAYER_NAME% is moving your Relic"
"11163284","%1PLAYER_NAME% is moving their Relic"
"11163285","%1PLAYER_NAME% is moving a Relic"
"11163286","Relic Stolen"
"11163287","%1PLAYER_NAME% stole a Relic"
"11163288","%1PLAYER_NAME% stole your Relic"
"11163289","Relic removed"
"11163290","%1PLAYER_NAME% is moving their Relic"
"11163291","Relic Taken"
"11163292","%1PLAYER_NAME% removed a Relic"
"11163293","Relic removed from Monastery"
"11163294","Monastery under attack"
"11163295","Allied Monastery under attack"
"11163296","Secure %1% Relics in Monasteries"
"11163297","Sacred Victory!"
"11163298","To the pious go the spoils"
"11163299","Sacred Defeat"
"11163300","Hunting Cabins spawn 4 Deer every 210 seconds."
"11163301","Hunting Cabins spawn 2 Boars every 180 seconds.\r\n\r\nHunting Cabins generate twice as much Gold."
"11163303","Villagers gain +5 Food Capacity and +25% gather rate from carcasses."
"11163308","Husbandry (Improved)"
"11163309","Pastures produce Sheep %1% seconds faster.\r\n\r\nIf Husbandry has already been researched, they produce Sheep %2% seconds faster instead."
"11163320","%1NAME% : %2CURRENT:.0%/%3TOTOAL:.0%"
"11163364","Starting in %1SECONDSREMAINING:.0%…"
"11163416","Clear control group 0"
"11163417","Clear control group 1"
"11163418","Clear control group 2"
"11163419","Clear control group 3"
"11163420","Clear control group 4"
"11163421","Clear control group 5"
"11163422","Clear control group 6"
"11163423","Clear control group 7"
"11163424","Clear control group 8"
"11163425","Clear control group 9"
"11163429","Gobi Desert"
"11163430","Haunted Gulch"
"11163487","The remaining Mongols were driven away by the tenacious Muscovites."
"11163488","With the Mongol raiders repelled and the fires extinguished, the Muscovites began rebuilding."
"11163489","The Muscovites knew that they could rapidly construct buildings out of wood, and so gathered what they needed from the forest."
"11163490","The woods surrounding Moscow provided an abundance of resources but danger lurked within…"
"11163491","Predators stalked in the shadows looking for an easy meal."
"11163492","Several villagers had fled during the Mongol attack and some were still in hiding."
"11163495","The once unassuming village of Moscow had been rebuilt as a city poised for growth."
"11163496","But, to protect the city from further Mongol raids it would need a fierce military and a strong defensive perimeter."
"11163497","The Muscovites knew that the terror from the steppe could return at any time."
"11163498","Having been caught off guard by the Mongols before, the Muscovites knew they could come under attack at any moment."
"11163499","Strong defenses would give them a better chance of protecting their city."
"11163500","Hearing the foreboding beat of the Mongol war drums, the Muscovites braced themselves for another raid."
"11163502","The Muscovites had successfully defended their newly built city against the Mongol raid."
"11163503","Now that Moscow could defend itself, its rulers looked to expand their influence into new territories."
"11163527","Target in Combat"
"11163528","Peagee"
"11163542","Unknown"
"11163545","Not the Capital Town Center"
"11163560","Monument of the Great Khan"
"11163568","A new Khan rises."
"11163592","River Kingdom"
"11163609","Saint's Blessing lasts for 20 seconds."
"11163610","Saint's Blessing increases armor by 60%."
"11163688","Anti-Cavalry"
"11163689","Fire"
"11163690","Melee"
"11163691","Ranged"
"11163692","Siege"
"11163705","All Resources can be dropped off here. Produces Villagers, Scouts, Prelates, and increases your maximum Population. Adds additional attacks while garrisoned.\r\n\r\nCapital Town Centers can detect units stealth or disguises."
"11163706","Increase the healing rate of Prelates by +%1%%%."
"11163711","Increase the health of Prelates by +%1%."
"11163717","Primary Economy Building; Villager, Scout, and Prelate Producer"
"11163718","%1:.0% Health"
"11163719","vs %1DAMAGE_TYPE%"
"11163720","%1:.2% Tiles/s"
"11163721","%1:.0%/min"
"11163819","Cancel Construction"
"11163857",": %1DAMAGE:.0%"
"11163858","Build an Age III Landmark"
"11163859","Health: %1:.0%/%2:.0%"
"11163861","Religious Zeal"
"11163862","Siege Works (Improved)"
"11163863","Grant all siege engines %1% fire armor.\r\n\r\nIf Siege Works has already been researched, siege engines gain %2% fire armor instead."
"11163956","%1VALUE:.0%"
"11163957","Zeal (Improved)"
"11163960","The item is not available at this time. Please connect online and try again"
"11163961","Due to a recent update, the replay is no longer available"
"11163962","The item is not available at this time"
"11164070","Holy Roman Empire Victory"
"11164074","Win a match as the Holy Roman Empire."
"11164075","Win a match as the Rus."
"11164076","Exec Demo Map"
"11164077","Rus Victory"
"11164078","Mongol Victory"
"11164085","Delhi Sultanate Victory"
"11164086","Win a match as the Chinese."
"11164087","Chinese Victory"
"11164088","Win a match as the Mongols."
"11164089","Win a match as the Delhi Sultanate."
"11164093","Victory: Team 3v3"
"11164094","Win in 3 vs 3 Quick Match."
"11164095","Win in 4 vs 4 Quick Match."
"11164096","Victory: Team 4v4"
"11164098","Victory: Sacred"
"11164099","Achieve a Sacred Victory."
"11164100","Win in Standard, Ranked, Skirmish or Custom matches."
"11164108","Win in Standard, Ranked, Skirmish or Custom matches."
"11164109","Win in Standard, Ranked, Skirmish or Custom matches."
"11164110","Win in Standard, Ranked, Skirmish or Custom matches."
"11164111","Win in Standard, Ranked, Skirmish or Custom matches."
"11164114","Win a team game in Quick Match."
"11164115","Win a team game in Quick Match."
"11164116","Capture and hold Sacred Sites on the map to achieve a Sacred Victory."
"11164127","Fountain"
"11164128","Statue"
"11164129","Lumberjack"
"11164142","French Victory"
"11164143","Win in Standard, Ranked, Skirmish or Custom matches."
"11164144","Accrue 5,000 Wood in a single match."
"11164145","Wood Collector"
"11164156","Health : %1:.0%"
"11164158","Taiga Winter"
"11164164","Accrue 5,000 Stone in a single match."
"11164165","Stone Collector"
"11164166","Gather Gold from Gold Veins around the map, or from Traders or Trade Ships that trade with Markets or Docks. Gold is used primarily for researching technology and producing units."
"11164167","Gather Stone from Stone Outcroppings around the map. Stone is used primarily for building strong defensive structures."
"11164168","Gather Wood from trees around the map. Wood is used primarily for construction and producing units."
"11164169","Gold Collector"
"11164170","Accrue 5,000 Gold in a match."
"11164171","Victory: Wonder"
"11164172","Achieve a Wonder Victory."
"11164173","Construct and defend a Wonder to achieve a Wonder Victory."
"11164175","Research all Man-at-Arms unit technologies in the Barracks."
"11164176","Veteran Men-at-Arms"
"11164178","Fully upgrade your Men-at-Arms to Veteran Men-at-Arms in a match."
"11164180","Elite Spearmen"
"11164181","Fully upgrade your Spearmen to Elite Spearmen in a match."
"11164182","Research all Spearman unit technologies in the Barracks."
"11164183","Elite Archers"
"11164184","Research all Archer unit technologies in the Archery Range."
"11164185","Fully upgrade your Archers to Elite Archers in a match."
"11164194","Elite Armored Cavalry"
"11164201","Research all Knight or Lancer unit technologies in the Stable."
"11164202","Fully upgrade your Knights to Elite Knights in a match."
"11164238","Research technology and defeat enemy units in any match type."
"11164239","Silk Bowstrings Research"
"11164240","Research Silk Bowstrings and defeat 30 enemy units with Archers."
"11164242","Kill 20 enemy units with ranged infantry during a match."
"11164243","Units of this type are weak to cavalry units. Keep your ranged infantry at a distance by positioning them safely, or using other units to shield them."
"11164244","Ranged Infantry Forces"
"11164253","Units of this type are able to charge into battle quickly – but watch out for Palings. These wooden stakes can stop a cavalry charge dead in its tracks."
"11164254","Kill 20 enemy units with cavalry in a match."
"11164255","Cavalry Forces"
"11164265","Win a match as the French."
"11164266","Kill 20 enemy units with melee infantry in a match."
"11164267","Units of this type are only effective in melee range. Close the gap on unsuspecting enemies by using Stealth Forests, the Fog of War, or by using other units as a distraction."
"11164268","Infantry Forces"
"11164269","Units of this type are unmatched at range, but cannot defend themselves in melee. Protect your siege line with other units to get the most out of them."
"11164270","Kill 20 enemy units with siege engines in a match."
"11164271","Siege Forces"
"11164274","Produce units of this type from the Archery Range or Siege Workshop. These units are available in the later ages, and are more effective than basic ranged infantry."
"11164275","Produce: Gunpowder"
"11164276","Produce 30 gunpowder units in a match."
"11164295","Unique to %1RACE_NAME%"
"11164318","Produce 60 melee infantry in a match."
"11164319","Produce 5 siege engines in the field in a match."
"11164320","Research Siege Engineering and produce Battering Rams or Siege Towers from infantry units in the field.  Rams are effective at breaking down superior stone defenses, whereas Siege Towers let your army scale enemy walls."
"11164321","Produce 30 ranged infantry in a match."
"11164322","Produce units of this type from the Archery Range. Ranged infantry are highly effective from a distance, but require some protection."
"11164323","Produce units of this type from the Barracks. Melee infantry can be produced as early as the Dark Age (I), and form the core of your military strength."
"11164324","Produce: Field Siege"
"11164325","Produce: Ranged Infantry"
"11164326","Produce: Melee Infantry"
"11164338","Left click"
"11164339","Left click, then left click target"
"11164341","Castle Keep"
"11164342","Bastion of the Anglo-Saxon resistance to King William."
"11164343","Unique Building"
"11164350","Left click, then left click position"
"11164353","Spend %1AMOUNT:.0% Gold to get %2AMOUNT:0% %3RESOURCE_TYPE%."
"11164354","Sell %1AMOUNT:.0% %2RESOURCE_TYPE% to get %3AMOUNT:.0% Gold."
"11164355","Defend! Ping"
"11164356","Send a ""Defend!"" ping to your allies."
"11164358","Send a ""Look Here!"" ping to your allies."
"11164361","%1TITLE% (%2HOTKEY%)"
"11164362","Look Here! Ping"
"11164544","Each Outpost must purchase the Fortify Outpost emplacement individually."
"11164554","Upgrade 3 Outposts with the Fortify Outpost emplacement in a match."
"11164555","Defense: Stone Structures"
"11164556","Defense: Arrowslits Emplacement"
"11164557","Upgrade 3 buildings with arrowslits in a match."
"11164558","Each Outpost or Keep must research the Arrowslits emplacement individually."
"11164559","Upgrade 2 buildings with springald emplacements during a match."
"11164560","Defense: Springald Emplacement"
"11164561","Each Outpost or Keep must research the Springald Emplacement individually."
"11164562","Upgrade 2 buildings with Cannon Emplacements in a match."
"11164563","Research technology and construct units in any match type."
"11164564","Siege Engineering Research"
"11164565","Research Siege Engineering and construct 5 Rams or Siege Towers."
"11164566","Produce 10 siege engines in a match."
"11164567","Produce: Siege"
"11164568","Produce units of this type from the Siege Workshop. Siege engines have their own specialties, and can be effective versus buildings or enemy units. Picking the right siege engines to fit your army can be the difference between victory and defeat."
"11164578","Defense: Cannon Emplacement"
"11164581","The Khan has been killed."
"11164583","Are you sure you want to surrender?"
"11164616","Total resources: %1TOTAL_RESOURCE_AMOUNT%"
"11164617","Tax (%1TAX_PERCENT:.0%%%): %2TAX_AMOUNT%"
"11164618","Total cost: %1TOTAL_RESOURCE_COST%"
"11164626","Score: %1PLAYER_SCORE%"
"11164655","Moscow faced certain ruin as Mongol raiders burned their way through the wooden city."
